SITE,DATE,Date,WEIR-REP,Watershed,Sample,,Sample Location 
Hubbard Brook ,7/22/2019,7/22/2019,W5-05,5,ST190665,,
Hubbard Brook ,7/29/2019,7/29/2019,W5-05,5,ST190705,,
Hubbard Brook ,8/5/2019,8/5/2019,W5-05,5,ST190745,,
Hubbard Brook ,8/12/2019,8/12/2019,W5-05,5,ST190785,,
Hubbard Brook ,8/19/2019,8/19/2019,W5-05,5,ST190825,,
Hubbard Brook ,8/26/2019,8/26/2019,W5-05,5,ST190865,,
Hubbard Brook ,9/3/2019,9/3/2019,W5-05,5,ST190905,,
Hubbard Brook ,9/9/2019,9/9/2019,W5-05,5,ST190945,,
Hubbard Brook ,9/16/2019,9/16/2019,W5-05,5,ST191985,,
Hubbard Brook ,9/23/2019,9/23/2019,W5-05,5,ST191025,,
Hubbard Brook ,9/30/2019,9/30/2019,W5-05,5,ST191065,,
Hubbard Brook ,10/7/2019,10/7/2019,W5-05,5,ST191105,,
Hubbard Brook ,10/15/2019,10/15/2019,W5-05,5,ST191145,,
Hubbard Brook ,10/21/2019,10/21/2019,W5-05,5,ST191185,,
Hubbard Brook ,10/28/2019,10/28/2019,W5-05,5,ST191225,,
Hubbard Brook ,11/4/2019,11/4/2019,W5-05,5,ST191265,,
Hubbard Brook ,11/11/2019,11/11/2019,W5-05,5,ST191305,,
Hubbard Brook ,11/18/2019,11/18/2019,W5-05,5,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W5-05,5,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W5-05,5,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W6-01,6,,NS,Cary 
Hubbard Brook ,4/1/2019,4/1/2019,W6-01,6,ST190066,,
Hubbard Brook ,4/8/2019,4/8/2019,W6-01,6,,,label # will  be assigned at end of collection season
Hubbard Brook ,4/15/2019,4/15/2019,W6-01,6,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W6-01,6,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W6-01,6,ST190186,,
Hubbard Brook ,5/6/2019,5/6/2019,W6-01,6,ST190226,,
Hubbard Brook ,5/13/2019,5/13/2019,W6-01,6,ST190266,,
Hubbard Brook ,5/20/2019,5/20/2019,W6-01,6,ST190306,,
Hubbard Brook ,5/28/2019,5/28/2019,W6-01,6,ST190346,,
Hubbard Brook ,6/2/2019,6/2/2019,W6-01,6,ST190386,,
Hubbard Brook ,6/10/2019,6/10/2019,W6-01,6,ST190426,,
Hubbard Brook ,6/17/2019,6/17/2019,W6-01,6,ST190466,,
Hubbard Brook ,6/24/2019,6/24/2019,W6-01,6,ST190506,,
Hubbard Brook ,7/1/2019,7/1/2019,W6-01,6,ST190546,,
Hubbard Brook ,7/8/2019,7/8/2019,W6-01,6,ST190586,,
Hubbard Brook ,7/15/2019,7/15/2019,W6-01,6,ST190626,,
Hubbard Brook ,7/22/2019,7/22/2019,W6-01,6,ST190666,,
Hubbard Brook ,7/29/2019,7/29/2019,W6-01,6,ST190706,,
Hubbard Brook ,8/5/2019,8/5/2019,W6-01,6,ST190746,,
Hubbard Brook ,8/12/2019,8/12/2019,W6-01,6,ST190786,,
Hubbard Brook ,8/19/2019,8/19/2019,W6-01,6,ST190826,,
Hubbard Brook ,8/26/2019,8/26/2019,W6-01,6,ST190866,,
Hubbard Brook ,9/3/2019,9/3/2019,W6-01,6,ST190906,,
Hubbard Brook ,9/9/2019,9/9/2019,W6-01,6,ST190946,,
Hubbard Brook ,9/16/2019,9/16/2019,W6-01,6,ST191986,,
Hubbard Brook ,9/23/2019,9/23/2019,W6-01,6,ST191026,,
Hubbard Brook ,9/30/2019,9/30/2019,W6-01,6,ST191066,,
Hubbard Brook ,10/7/2019,10/7/2019,W6-01,6,ST191106,,
Hubbard Brook ,10/15/2019,10/15/2019,W6-01,6,ST191146,,
Hubbard Brook ,10/21/2019,10/21/2019,W6-01,6,ST191186,,
Hubbard Brook ,10/28/2019,10/28/2019,W6-01,6,ST191226,,
Hubbard Brook ,11/4/2019,11/4/2019,W6-01,6,ST191266,,
Hubbard Brook ,11/11/2019,11/11/2019,W6-01,6,ST191306,,
Hubbard Brook ,11/18/2019,11/18/2019,W6-01,6,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W6-01,6,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W6-01,6,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W6-02,6,,NS,Cary 
Hubbard Brook ,4/1/2019,4/1/2019,W6-02,6,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W6-02,6,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W6-02,6,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W6-02,6,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W6-02,6,ST190187,,
Hubbard Brook ,5/6/2019,5/6/2019,W6-02,6,ST190227,,
Hubbard Brook ,5/13/2019,5/13/2019,W6-02,6,ST190267,,
Hubbard Brook ,5/20/2019,5/20/2019,W6-02,6,ST190307,,
Hubbard Brook ,5/28/2019,5/28/2019,W6-02,6,ST190347,,
Hubbard Brook ,6/2/2019,6/2/2019,W6-02,6,ST190387,,
Hubbard Brook ,6/10/2019,6/10/2019,W6-02,6,ST190427,,
Hubbard Brook ,6/17/2019,6/17/2019,W6-02,6,ST190467,,
Hubbard Brook ,6/24/2019,6/24/2019,W6-02,6,ST190507,,
Hubbard Brook ,7/1/2019,7/1/2019,W6-02,6,ST190547,,
Hubbard Brook ,7/8/2019,7/8/2019,W6-02,6,ST190587,,
Hubbard Brook ,7/15/2019,7/15/2019,W6-02,6,ST190627,,
Hubbard Brook ,7/22/2019,7/22/2019,W6-02,6,ST190667,,
Hubbard Brook ,7/29/2019,7/29/2019,W6-02,6,ST190707,,
Hubbard Brook ,8/5/2019,8/5/2019,W6-02,6,ST190747,,
Hubbard Brook ,8/12/2019,8/12/2019,W6-02,6,ST190787,,
Hubbard Brook ,8/19/2019,8/19/2019,W6-02,6,ST190827,,
Hubbard Brook ,8/26/2019,8/26/2019,W6-02,6,ST190867,,
Hubbard Brook ,9/3/2019,9/3/2019,W6-02,6,ST190907,,
Hubbard Brook ,9/9/2019,9/9/2019,W6-02,6,ST190947,,
Hubbard Brook ,9/16/2019,9/16/2019,W6-02,6,ST191987,,
Hubbard Brook ,9/23/2019,9/23/2019,W6-02,6,ST191027,,
Hubbard Brook ,9/30/2019,9/30/2019,W6-02,6,ST191067,,
Hubbard Brook ,10/7/2019,10/7/2019,W6-02,6,ST191107,,
Hubbard Brook ,10/15/2019,10/15/2019,W6-02,6,ST191147,,
Hubbard Brook ,10/21/2019,10/21/2019,W6-02,6,ST191187,,
Hubbard Brook ,10/28/2019,10/28/2019,W6-02,6,ST191227,,
Hubbard Brook ,11/4/2019,11/4/2019,W6-02,6,ST191267,,
Hubbard Brook ,11/11/2019,11/11/2019,W6-02,6,ST191307,,
Hubbard Brook ,11/18/2019,11/18/2019,W6-02,6,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W6-02,6,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W6-02,6,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W6-03,6,,NS,Cary 
Hubbard Brook ,4/1/2019,4/1/2019,W6-03,6,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W6-03,6,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W6-03,6,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W6-03,6,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W6-03,6,ST190188,,
Hubbard Brook ,5/6/2019,5/6/2019,W6-03,6,ST190228,,
Hubbard Brook ,5/13/2019,5/13/2019,W6-03,6,ST190268,,
Hubbard Brook ,5/20/2019,5/20/2019,W6-03,6,ST190308,,
Hubbard Brook ,5/28/2019,5/28/2019,W6-03,6,ST190348,,
Hubbard Brook ,6/2/2019,6/2/2019,W6-03,6,ST190388,,
Hubbard Brook ,6/10/2019,6/10/2019,W6-03,6,ST190428,,
Hubbard Brook ,6/17/2019,6/17/2019,W6-03,6,ST190468,,
Hubbard Brook ,6/24/2019,6/24/2019,W6-03,6,ST190508,,
Hubbard Brook ,7/1/2019,7/1/2019,W6-03,6,ST190548,,
Hubbard Brook ,7/8/2019,7/8/2019,W6-03,6,ST190588,,
Hubbard Brook ,7/15/2019,7/15/2019,W6-03,6,ST190628,,
Hubbard Brook ,7/22/2019,7/22/2019,W6-03,6,ST190668,,
Hubbard Brook ,7/29/2019,7/29/2019,W6-03,6,ST190708,,
Hubbard Brook ,8/5/2019,8/5/2019,W6-03,6,ST190748,,
Hubbard Brook ,8/12/2019,8/12/2019,W6-03,6,ST190788,,
Hubbard Brook ,8/19/2019,8/19/2019,W6-03,6,ST190828,,
Hubbard Brook ,8/26/2019,8/26/2019,W6-03,6,ST190868,,
Hubbard Brook ,9/3/2019,9/3/2019,W6-03,6,ST190908,,
Hubbard Brook ,9/9/2019,9/9/2019,W6-03,6,ST190948,,
Hubbard Brook ,9/16/2019,9/16/2019,W6-03,6,ST191988,,
Hubbard Brook ,9/23/2019,9/23/2019,W6-03,6,ST191028,,
Hubbard Brook ,9/30/2019,9/30/2019,W6-03,6,ST191068,,
Hubbard Brook ,10/7/2019,10/7/2019,W6-03,6,ST191108,,
Hubbard Brook ,10/15/2019,10/15/2019,W6-03,6,ST191148,,
Hubbard Brook ,10/21/2019,10/21/2019,W6-03,6,ST191188,,
Hubbard Brook ,10/28/2019,10/28/2019,W6-03,6,ST191228,,
Hubbard Brook ,11/4/2019,11/4/2019,W6-03,6,ST191268,,
Hubbard Brook ,11/11/2019,11/11/2019,W6-03,6,ST191308,,
Hubbard Brook ,11/18/2019,11/18/2019,W6-03,6,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W6-03,6,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W6-03,6,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W6-04,6,,NS,Cary 
Hubbard Brook ,4/1/2019,4/1/2019,W6-04,6,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W6-04,6,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W6-04,6,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W6-04,6,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W6-04,6,ST190189,,
Hubbard Brook ,5/6/2019,5/6/2019,W6-04,6,ST190229,,
Hubbard Brook ,5/13/2019,5/13/2019,W6-04,6,ST190269,,
Hubbard Brook ,5/20/2019,5/20/2019,W6-04,6,ST190309,,
Hubbard Brook ,5/28/2019,5/28/2019,W6-04,6,ST190349,,
Hubbard Brook ,6/2/2019,6/2/2019,W6-04,6,ST190389,,
Hubbard Brook ,6/10/2019,6/10/2019,W6-04,6,ST190429,,
Hubbard Brook ,6/17/2019,6/17/2019,W6-04,6,ST190468,,
Hubbard Brook ,6/24/2019,6/24/2019,W6-04,6,ST190509,,
Hubbard Brook ,7/1/2019,7/1/2019,W6-04,6,ST190549,,
Hubbard Brook ,7/8/2019,7/8/2019,W6-04,6,ST190589,,
Hubbard Brook ,7/15/2019,7/15/2019,W6-04,6,ST190629,,
Hubbard Brook ,7/22/2019,7/22/2019,W6-04,6,ST190669,,
Hubbard Brook ,7/29/2019,7/29/2019,W6-04,6,ST190709,,
Hubbard Brook ,8/5/2019,8/5/2019,W6-04,6,ST190749,,
Hubbard Brook ,8/12/2019,8/12/2019,W6-04,6,ST190789,,
Hubbard Brook ,8/19/2019,8/19/2019,W6-04,6,ST190829,,
Hubbard Brook ,8/26/2019,8/26/2019,W6-04,6,ST190869,,
Hubbard Brook ,9/3/2019,9/3/2019,W6-04,6,ST190909,,
Hubbard Brook ,9/9/2019,9/9/2019,W6-04,6,ST190949,,
Hubbard Brook ,9/16/2019,9/16/2019,W6-04,6,ST191989,,
Hubbard Brook ,9/23/2019,9/23/2019,W6-04,6,ST191029,,
Hubbard Brook ,9/30/2019,9/30/2019,W6-04,6,ST191069,,
Hubbard Brook ,10/7/2019,10/7/2019,W6-04,6,ST191109,,
Hubbard Brook ,10/15/2019,10/15/2019,W6-04,6,ST191149,,
Hubbard Brook ,10/21/2019,10/21/2019,W6-04,6,ST191189,,
Hubbard Brook ,10/28/2019,10/28/2019,W6-04,6,ST191229,,
Hubbard Brook ,11/4/2019,11/4/2019,W6-04,6,ST191269,,
Hubbard Brook ,11/11/2019,11/11/2019,W6-04,6,ST191309,,
Hubbard Brook ,11/18/2019,11/18/2019,W6-04,6,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W6-04,6,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W6-04,6,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W6-05,6,,NS,Cary 
Hubbard Brook ,4/1/2019,4/1/2019,W6-05,6,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W6-05,6,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W6-05,6,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W6-05,6,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W6-05,6,ST190190,,
Hubbard Brook ,5/6/2019,5/6/2019,W6-05,6,ST190230,,
Hubbard Brook ,5/13/2019,5/13/2019,W6-05,6,ST190270,,
Hubbard Brook ,5/20/2019,5/20/2019,W6-05,6,ST190310,,
Hubbard Brook ,5/28/2019,5/28/2019,W6-05,6,ST190350,,
Hubbard Brook ,6/2/2019,6/2/2019,W6-05,6,ST190390,,
Hubbard Brook ,6/10/2019,6/10/2019,W6-05,6,,NO TRAP,washed downstream?
Hubbard Brook ,6/17/2019,6/17/2019,W6-05,6,ST190470,,
Hubbard Brook ,6/24/2019,6/24/2019,W6-05,6,ST190510,,
Hubbard Brook ,7/1/2019,7/1/2019,W6-05,6,ST190550,,
Hubbard Brook ,7/8/2019,7/8/2019,W6-05,6,ST190590,,
Hubbard Brook ,7/15/2019,7/15/2019,W6-05,6,ST190630,,
Hubbard Brook ,7/22/2019,7/22/2019,W6-05,6,ST190670,,
Hubbard Brook ,7/29/2019,7/29/2019,W6-05,6,ST190710,,
Hubbard Brook ,8/5/2019,8/5/2019,W6-05,6,ST190750,,
Hubbard Brook ,8/12/2019,8/12/2019,W6-05,6,ST190790,,
Hubbard Brook ,8/19/2019,8/19/2019,W6-05,6,ST190830,,
Hubbard Brook ,8/26/2019,8/26/2019,W6-05,6,ST190870,,
Hubbard Brook ,9/3/2019,9/3/2019,W6-05,6,ST190910,,
Hubbard Brook ,9/9/2019,9/9/2019,W6-05,6,ST190950,,
Hubbard Brook ,9/16/2019,9/16/2019,W6-05,6,ST191990,,
Hubbard Brook ,9/23/2019,9/23/2019,W6-05,6,ST191030,,
Hubbard Brook ,9/30/2019,9/30/2019,W6-05,6,ST191070,,
Hubbard Brook ,10/7/2019,10/7/2019,W6-05,6,ST191110,,
Hubbard Brook ,10/15/2019,10/15/2019,W6-05,6,ST191150,,
Hubbard Brook ,10/21/2019,10/21/2019,W6-05,6,ST191190,,
Hubbard Brook ,10/28/2019,10/28/2019,W6-05,6,ST191230,,
Hubbard Brook ,11/4/2019,11/4/2019,W6-05,6,ST191270,,
Hubbard Brook ,11/11/2019,11/11/2019,W6-05,6,ST191310,,
Hubbard Brook ,11/18/2019,11/18/2019,W6-05,6,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W6-05,6,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W6-05,6,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W9-01,9,,NS,
Hubbard Brook ,4/1/2019,4/1/2019,W9-01,9,ST190071,,
Hubbard Brook ,4/8/2019,4/8/2019,W9-01,9,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W9-01,9,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W9-01,9,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W9-01,9,,NS,
Hubbard Brook ,5/6/2019,5/6/2019,W9-01,9,ST190231,,
Hubbard Brook ,5/13/2019,5/13/2019,W9-01,9,ST190271,,
Hubbard Brook ,5/20/2019,5/20/2019,W9-01,9,ST190311,,
Hubbard Brook ,5/28/2019,5/28/2019,W9-01,9,ST190351,,
Hubbard Brook ,6/2/2019,6/2/2019,W9-01,9,ST190391,,
Hubbard Brook ,6/10/2019,6/10/2019,W9-01,9,ST190431,,
Hubbard Brook ,6/17/2019,6/17/2019,W9-01,9,ST190471,,
Hubbard Brook ,6/24/2019,6/24/2019,W9-01,9,ST190511,,
Hubbard Brook ,7/1/2019,7/1/2019,W9-01,9,ST190551,,
Hubbard Brook ,7/8/2019,7/8/2019,W9-01,9,ST190591,,
Hubbard Brook ,7/15/2019,7/15/2019,W9-01,9,ST190631,,
Hubbard Brook ,7/22/2019,7/22/2019,W9-01,9,ST190671,,
Hubbard Brook ,7/29/2019,7/29/2019,W9-01,9,ST190711,,
Hubbard Brook ,8/5/2019,8/5/2019,W9-01,9,ST190751,,
Hubbard Brook ,8/12/2019,8/12/2019,W9-01,9,ST190791,,
Hubbard Brook ,8/19/2019,8/19/2019,W9-01,9,ST190831,,
Hubbard Brook ,8/26/2019,8/26/2019,W9-01,9,ST190871,,
Hubbard Brook ,9/3/2019,9/3/2019,W9-01,9,ST190911,,
Hubbard Brook ,9/9/2019,9/9/2019,W9-01,9,ST190951,,
Hubbard Brook ,9/16/2019,9/16/2019,W9-01,9,ST191991,,
Hubbard Brook ,9/23/2019,9/23/2019,W9-01,9,ST191031,,
Hubbard Brook ,9/30/2019,9/30/2019,W9-01,9,ST191071,,
Hubbard Brook ,10/7/2019,10/7/2019,W9-01,9,ST191111,,
Hubbard Brook ,10/15/2019,10/15/2019,W9-01,9,ST191151,,
Hubbard Brook ,10/21/2019,10/21/2019,W9-01,9,ST191191,,
Hubbard Brook ,10/28/2019,10/28/2019,W9-01,9,ST191231,,
Hubbard Brook ,11/4/2019,11/4/2019,W9-01,9,ST191271,,
Hubbard Brook ,11/11/2019,11/11/2019,W9-01,9,ST191311,,
Hubbard Brook ,11/18/2019,11/18/2019,W9-01,9,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W9-01,9,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W9-01,9,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W9-02,9,,NS,
Hubbard Brook ,4/1/2019,4/1/2019,W9-02,9,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W9-02,9,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W9-02,9,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W9-02,9,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W9-02,9,,NS,
Hubbard Brook ,5/6/2019,5/6/2019,W9-02,9,,NS,
Hubbard Brook ,5/13/2019,5/13/2019,W9-02,9,,NS,
Hubbard Brook ,5/20/2019,5/20/2019,W9-02,9,ST190312,,
Hubbard Brook ,5/28/2019,5/28/2019,W9-02,9,ST190352,,
Hubbard Brook ,6/2/2019,6/2/2019,W9-02,9,ST190392,,
Hubbard Brook ,6/10/2019,6/10/2019,W9-02,9,ST190432,,
Hubbard Brook ,6/17/2019,6/17/2019,W9-02,9,ST190472,,
Hubbard Brook ,6/24/2019,6/24/2019,W9-02,9,ST190512,,
Hubbard Brook ,7/1/2019,7/1/2019,W9-02,9,ST190552,,
Hubbard Brook ,7/8/2019,7/8/2019,W9-02,9,ST190592,,
Hubbard Brook ,7/15/2019,7/15/2019,W9-02,9,ST190632,,
Hubbard Brook ,7/22/2019,7/22/2019,W9-02,9,ST190672,,
Hubbard Brook ,7/29/2019,7/29/2019,W9-02,9,ST190712,,
Hubbard Brook ,8/5/2019,8/5/2019,W9-02,9,ST190752,,
Hubbard Brook ,8/12/2019,8/12/2019,W9-02,9,ST190792,,
Hubbard Brook ,8/19/2019,8/19/2019,W9-02,9,ST190832,,
Hubbard Brook ,8/26/2019,8/26/2019,W9-02,9,ST190872,,
Hubbard Brook ,9/3/2019,9/3/2019,W9-02,9,ST190912,,
Hubbard Brook ,9/9/2019,9/9/2019,W9-02,9,ST190952,,
Hubbard Brook ,9/16/2019,9/16/2019,W9-02,9,ST191992,,
Hubbard Brook ,9/23/2019,9/23/2019,W9-02,9,ST191032,,
Hubbard Brook ,9/30/2019,9/30/2019,W9-02,9,ST191072,,
Hubbard Brook ,10/7/2019,10/7/2019,W9-02,9,ST191112,,
Hubbard Brook ,10/15/2019,10/15/2019,W9-02,9,ST191152,,
Hubbard Brook ,10/21/2019,10/21/2019,W9-02,9,ST191192,,
Hubbard Brook ,10/28/2019,10/28/2019,W9-02,9,ST191232,,
Hubbard Brook ,11/4/2019,11/4/2019,W9-02,9,ST191272,,
Hubbard Brook ,11/11/2019,11/11/2019,W9-02,9,ST191312,,
Hubbard Brook ,11/18/2019,11/18/2019,W9-02,9,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W9-02,9,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W9-02,9,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W9-03,9,,NS,
Hubbard Brook ,4/1/2019,4/1/2019,W9-03,9,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W9-03,9,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W9-03,9,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W9-03,9,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W9-03,9,,NS,
Hubbard Brook ,5/6/2019,5/6/2019,W9-03,9,,NS,
Hubbard Brook ,5/13/2019,5/13/2019,W9-03,9,,NS,
Hubbard Brook ,5/20/2019,5/20/2019,W9-03,9,ST190313,,
Hubbard Brook ,5/28/2019,5/28/2019,W9-03,9,ST190353,,
Hubbard Brook ,6/2/2019,6/2/2019,W9-03,9,ST190393,,
Hubbard Brook ,6/10/2019,6/10/2019,W9-03,9,ST190433,,
Hubbard Brook ,6/17/2019,6/17/2019,W9-03,9,ST190473,,
Hubbard Brook ,6/24/2019,6/24/2019,W9-03,9,ST190513,,
Hubbard Brook ,7/1/2019,7/1/2019,W9-03,9,ST190553,,
Hubbard Brook ,7/8/2019,7/8/2019,W9-03,9,ST190593,,
Hubbard Brook ,7/15/2019,7/15/2019,W9-03,9,ST190633,,
Hubbard Brook ,7/22/2019,7/22/2019,W9-03,9,ST190673,,
Hubbard Brook ,7/29/2019,7/29/2019,W9-03,9,ST190713,,
Hubbard Brook ,8/5/2019,8/5/2019,W9-03,9,ST190753,,
Hubbard Brook ,8/12/2019,8/12/2019,W9-03,9,ST190793,,
Hubbard Brook ,8/19/2019,8/19/2019,W9-03,9,ST190833,,
Hubbard Brook ,8/26/2019,8/26/2019,W9-03,9,ST190873,,
Hubbard Brook ,9/3/2019,9/3/2019,W9-03,9,ST190913,,
Hubbard Brook ,9/9/2019,9/9/2019,W9-03,9,ST190953,,
Hubbard Brook ,9/16/2019,9/16/2019,W9-03,9,ST191993,,
Hubbard Brook ,9/23/2019,9/23/2019,W9-03,9,ST191033,,
Hubbard Brook ,9/30/2019,9/30/2019,W9-03,9,ST191073,,
Hubbard Brook ,10/7/2019,10/7/2019,W9-03,9,ST191113,,
Hubbard Brook ,10/15/2019,10/15/2019,W9-03,9,ST191153,,
Hubbard Brook ,10/21/2019,10/21/2019,W9-03,9,ST191193,,
Hubbard Brook ,10/28/2019,10/28/2019,W9-03,9,ST191233,,
Hubbard Brook ,11/4/2019,11/4/2019,W9-03,9,ST191273,,
Hubbard Brook ,11/11/2019,11/11/2019,W9-03,9,ST191313,,
Hubbard Brook ,11/18/2019,11/18/2019,W9-03,9,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W9-03,9,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W9-03,9,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W9-04,9,,NS,
Hubbard Brook ,4/1/2019,4/1/2019,W9-04,9,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W9-04,9,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W9-04,9,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W9-04,9,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W9-04,9,,NS,
Hubbard Brook ,5/6/2019,5/6/2019,W9-04,9,,NS,
Hubbard Brook ,5/13/2019,5/13/2019,W9-04,9,,NS,
Hubbard Brook ,5/20/2019,5/20/2019,W9-04,9,ST190314,,
Hubbard Brook ,5/28/2019,5/28/2019,W9-04,9,ST190354,,
Hubbard Brook ,6/2/2019,6/2/2019,W9-04,9,ST190394,,
Hubbard Brook ,6/10/2019,6/10/2019,W9-04,9,ST190434,,
Hubbard Brook ,6/17/2019,6/17/2019,W9-04,9,ST190474,,
Hubbard Brook ,6/24/2019,6/24/2019,W9-04,9,ST190514,,
Hubbard Brook ,7/1/2019,7/1/2019,W9-04,9,ST190554,,
Hubbard Brook ,7/8/2019,7/8/2019,W9-04,9,ST190594,,
Hubbard Brook ,7/15/2019,7/15/2019,W9-04,9,ST190634,,
Hubbard Brook ,7/22/2019,7/22/2019,W9-04,9,ST190674,,
Hubbard Brook ,7/29/2019,7/29/2019,W9-04,9,ST190714,,
Hubbard Brook ,8/5/2019,8/5/2019,W9-04,9,ST190754,,
Hubbard Brook ,8/12/2019,8/12/2019,W9-04,9,ST190794,,
Hubbard Brook ,8/19/2019,8/19/2019,W9-04,9,ST190834,,
Hubbard Brook ,8/26/2019,8/26/2019,W9-04,9,ST190874,,
Hubbard Brook ,9/3/2019,9/3/2019,W9-04,9,ST190914,,
Hubbard Brook ,9/9/2019,9/9/2019,W9-04,9,ST190954,,
Hubbard Brook ,9/16/2019,9/16/2019,W9-04,9,ST191994,,
Hubbard Brook ,9/23/2019,9/23/2019,W9-04,9,ST191034,,
Hubbard Brook ,9/30/2019,9/30/2019,W9-04,9,ST191074,,
Hubbard Brook ,10/7/2019,10/7/2019,W9-04,9,ST191114,,
Hubbard Brook ,10/15/2019,10/15/2019,W9-04,9,ST191154,,
Hubbard Brook ,10/21/2019,10/21/2019,W9-04,9,ST191194,,
Hubbard Brook ,10/28/2019,10/28/2019,W9-04,9,ST191234,,
Hubbard Brook ,11/4/2019,11/4/2019,W9-04,9,ST191274,,
Hubbard Brook ,11/11/2019,11/11/2019,W9-04,9,ST191314,,
Hubbard Brook ,11/18/2019,11/18/2019,W9-04,9,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W9-04,9,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W9-04,9,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W9-05,9,,NS,
Hubbard Brook ,4/1/2019,4/1/2019,W9-05,9,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W9-05,9,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W9-05,9,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W9-05,9,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W9-05,9,,NS,
Hubbard Brook ,5/6/2019,5/6/2019,W9-05,9,,NS,
Hubbard Brook ,5/13/2019,5/13/2019,W9-05,9,,NS,
Hubbard Brook ,5/20/2019,5/20/2019,W9-05,9,ST190315,,
Hubbard Brook ,5/28/2019,5/28/2019,W9-05,9,ST190355,,
Hubbard Brook ,6/2/2019,6/2/2019,W9-05,9,ST190395,,
Hubbard Brook ,6/10/2019,6/10/2019,W9-05,9,ST190435,,
Hubbard Brook ,6/17/2019,6/17/2019,W9-05,9,ST190475,,
Hubbard Brook ,6/24/2019,6/24/2019,W9-05,9,ST190515,,
Hubbard Brook ,7/1/2019,7/1/2019,W9-05,9,ST190555,,
Hubbard Brook ,7/8/2019,7/8/2019,W9-05,9,ST190595,,
Hubbard Brook ,7/15/2019,7/15/2019,W9-05,9,ST190635,,
Hubbard Brook ,7/22/2019,7/22/2019,W9-05,9,ST190675,,
