SITE,DATE,Date,WEIR-REP,Watershed,Sample,,Sample Location 
Hubbard Brook ,8/5/2019,8/5/2019,W1-05,1,ST190725,,
Hubbard Brook ,8/12/2019,8/12/2019,W1-05,1,ST190765,,
Hubbard Brook ,8/19/2019,8/19/2019,W1-05,1,ST190805,,
Hubbard Brook ,8/26/2019,8/26/2019,W1-05,1,ST190845,,
Hubbard Brook ,9/3/2019,9/3/2019,W1-05,1,ST190885,,
Hubbard Brook ,9/9/2019,9/9/2019,W1-05,1,ST190925,,
Hubbard Brook ,9/16/2019,9/16/2019,W1-05,1,ST191965,,
Hubbard Brook ,9/23/2019,9/23/2019,W1-05,1,ST191005,,
Hubbard Brook ,9/30/2019,9/30/2019,W1-05,1,ST191045,,
Hubbard Brook ,10/7/2019,10/7/2019,W1-05,1,ST191085,,
Hubbard Brook ,10/15/2019,10/15/2019,W1-05,1,ST191125,,
Hubbard Brook ,10/21/2019,10/21/2019,W1-05,1,ST191165,,
Hubbard Brook ,10/28/2019,10/28/2019,W1-05,1,ST191205,,
Hubbard Brook ,11/4/2019,11/4/2019,W1-05,1,ST191245,,
Hubbard Brook ,11/11/2019,11/11/2019,W1-05,1,ST191285,,
Hubbard Brook ,11/18/2019,11/18/2019,W1-05,1,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W1-05,1,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W1-05,1,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W2-01,2,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W2-01,2,ST190046,,
Hubbard Brook ,4/8/2019,4/8/2019,W2-01,2,,,label # will  be assigned at end of collection season
Hubbard Brook ,4/15/2019,4/15/2019,W2-01,2,ST190086,,
Hubbard Brook ,4/22/2019,4/22/2019,W2-01,2,ST190126,,
Hubbard Brook ,4/29/2019,4/29/2019,W2-01,2,ST190166,,
Hubbard Brook ,5/6/2019,5/6/2019,W2-01,2,ST190206,,
Hubbard Brook ,5/13/2019,5/13/2019,W2-01,2,ST190286,,
Hubbard Brook ,5/20/2019,5/20/2019,W2-01,2,ST190286,,
Hubbard Brook ,5/28/2019,5/28/2019,W2-01,2,ST190326,,
Hubbard Brook ,6/2/2019,6/2/2019,W2-01,2,ST190366,,
Hubbard Brook ,6/10/2019,6/10/2019,W2-01,2,ST190406,,
Hubbard Brook ,6/17/2019,6/17/2019,W2-01,2,ST190446,,
Hubbard Brook ,6/24/2019,6/24/2019,W2-01,2,ST190486,,
Hubbard Brook ,7/1/2019,7/1/2019,W2-01,2,ST190526,,
Hubbard Brook ,7/8/2019,7/8/2019,W2-01,2,ST190566,,
Hubbard Brook ,7/15/2019,7/15/2019,W2-01,2,ST190606,,
Hubbard Brook ,7/22/2019,7/22/2019,W2-01,2,ST190646,,
Hubbard Brook ,7/29/2019,7/29/2019,W2-01,2,ST190686,,
Hubbard Brook ,8/5/2019,8/5/2019,W2-01,2,ST190726,,
Hubbard Brook ,8/12/2019,8/12/2019,W2-01,2,ST190766,,
Hubbard Brook ,8/19/2019,8/19/2019,W2-01,2,ST190806,,
Hubbard Brook ,8/26/2019,8/26/2019,W2-01,2,ST190846,,
Hubbard Brook ,9/3/2019,9/3/2019,W2-01,2,ST190886,,
Hubbard Brook ,9/9/2019,9/9/2019,W2-01,2,ST190926,,
Hubbard Brook ,9/16/2019,9/16/2019,W2-01,2,ST191966,,
Hubbard Brook ,9/23/2019,9/23/2019,W2-01,2,ST191006,,
Hubbard Brook ,9/30/2019,9/30/2019,W2-01,2,ST191046,,
Hubbard Brook ,10/7/2019,10/7/2019,W2-01,2,ST191086,,
Hubbard Brook ,10/15/2019,10/15/2019,W2-01,2,ST191126,,
Hubbard Brook ,10/21/2019,10/21/2019,W2-01,2,ST191166,,
Hubbard Brook ,10/28/2019,10/28/2019,W2-01,2,ST191206,,
Hubbard Brook ,11/4/2019,11/4/2019,W2-01,2,ST191246,,
Hubbard Brook ,11/11/2019,11/11/2019,W2-01,2,ST191286,,
Hubbard Brook ,11/18/2019,11/18/2019,W2-01,2,ST191326,,
Hubbard Brook ,11/25/2019,11/25/2019,W2-01,2,ST191366,,
Hubbard Brook ,12/3/2019,12/3/2019,W2-01,2,ST191406,,
Hubbard Brook ,3/25/2019,3/25/2019,W2-02,2,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W2-02,2,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W2-02,2,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W2-02,2,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W2-02,2,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W2-02,2,ST190167,,
Hubbard Brook ,5/6/2019,5/6/2019,W2-02,2,ST190207,,
Hubbard Brook ,5/13/2019,5/13/2019,W2-02,2,ST190287,,
Hubbard Brook ,5/20/2019,5/20/2019,W2-02,2,ST190287,,
Hubbard Brook ,5/28/2019,5/28/2019,W2-02,2,ST190327,,
Hubbard Brook ,6/2/2019,6/2/2019,W2-02,2,ST190367,,
Hubbard Brook ,6/10/2019,6/10/2019,W2-02,2,ST190407,,
Hubbard Brook ,6/17/2019,6/17/2019,W2-02,2,ST190447,,
Hubbard Brook ,6/24/2019,6/24/2019,W2-02,2,ST190487,,
Hubbard Brook ,7/1/2019,7/1/2019,W2-02,2,ST190527,,
Hubbard Brook ,7/8/2019,7/8/2019,W2-02,2,ST190567,,
Hubbard Brook ,7/15/2019,7/15/2019,W2-02,2,ST190607,,
Hubbard Brook ,7/22/2019,7/22/2019,W2-02,2,ST190647,,
Hubbard Brook ,7/29/2019,7/29/2019,W2-02,2,ST190687,,
Hubbard Brook ,8/5/2019,8/5/2019,W2-02,2,ST190727,,
Hubbard Brook ,8/12/2019,8/12/2019,W2-02,2,ST190767,,
Hubbard Brook ,8/19/2019,8/19/2019,W2-02,2,ST190807,,
Hubbard Brook ,8/26/2019,8/26/2019,W2-02,2,ST190847,,
Hubbard Brook ,9/3/2019,9/3/2019,W2-02,2,ST190887,,
Hubbard Brook ,9/9/2019,9/9/2019,W2-02,2,ST190927,,
Hubbard Brook ,9/16/2019,9/16/2019,W2-02,2,ST191967,,
Hubbard Brook ,9/23/2019,9/23/2019,W2-02,2,ST191007,,
Hubbard Brook ,9/30/2019,9/30/2019,W2-02,2,ST191047,,
Hubbard Brook ,10/7/2019,10/7/2019,W2-02,2,ST191087,,
Hubbard Brook ,10/15/2019,10/15/2019,W2-02,2,ST191127,,
Hubbard Brook ,10/21/2019,10/21/2019,W2-02,2,ST191167,,
Hubbard Brook ,10/28/2019,10/28/2019,W2-02,2,ST191207,,
Hubbard Brook ,11/4/2019,11/4/2019,W2-02,2,ST191247,,
Hubbard Brook ,11/11/2019,11/11/2019,W2-02,2,ST191287,,
Hubbard Brook ,11/18/2019,11/18/2019,W2-02,2,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W2-02,2,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W2-02,2,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W2-03,2,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W2-03,2,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W2-03,2,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W2-03,2,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W2-03,2,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W2-03,2,ST190168,,
Hubbard Brook ,5/6/2019,5/6/2019,W2-03,2,ST190208,,
Hubbard Brook ,5/13/2019,5/13/2019,W2-03,2,ST190288,,
Hubbard Brook ,5/20/2019,5/20/2019,W2-03,2,ST190288,,
Hubbard Brook ,5/28/2019,5/28/2019,W2-03,2,ST190328,,
Hubbard Brook ,6/2/2019,6/2/2019,W2-03,2,ST190368,,
Hubbard Brook ,6/10/2019,6/10/2019,W2-03,2,ST190408,,
Hubbard Brook ,6/17/2019,6/17/2019,W2-03,2,ST190448,,
Hubbard Brook ,6/24/2019,6/24/2019,W2-03,2,ST190488,,
Hubbard Brook ,7/1/2019,7/1/2019,W2-03,2,ST190528,,
Hubbard Brook ,7/8/2019,7/8/2019,W2-03,2,ST190568,,
Hubbard Brook ,7/15/2019,7/15/2019,W2-03,2,ST190608,,
Hubbard Brook ,7/22/2019,7/22/2019,W2-03,2,ST190648,,
Hubbard Brook ,7/29/2019,7/29/2019,W2-03,2,ST190688,,
Hubbard Brook ,8/5/2019,8/5/2019,W2-03,2,ST190728,,
Hubbard Brook ,8/12/2019,8/12/2019,W2-03,2,ST190768,,
Hubbard Brook ,8/19/2019,8/19/2019,W2-03,2,ST190808,,
Hubbard Brook ,8/26/2019,8/26/2019,W2-03,2,ST190848,,
Hubbard Brook ,9/3/2019,9/3/2019,W2-03,2,ST190888,,
Hubbard Brook ,9/9/2019,9/9/2019,W2-03,2,ST190928,,
Hubbard Brook ,9/16/2019,9/16/2019,W2-03,2,ST191968,,
Hubbard Brook ,9/23/2019,9/23/2019,W2-03,2,ST191008,,
Hubbard Brook ,9/30/2019,9/30/2019,W2-03,2,ST191048,,
Hubbard Brook ,10/7/2019,10/7/2019,W2-03,2,ST191088,,
Hubbard Brook ,10/15/2019,10/15/2019,W2-03,2,ST191128,,
Hubbard Brook ,10/21/2019,10/21/2019,W2-03,2,ST191168,,
Hubbard Brook ,10/28/2019,10/28/2019,W2-03,2,ST191208,,
Hubbard Brook ,11/4/2019,11/4/2019,W2-03,2,ST191248,,
Hubbard Brook ,11/11/2019,11/11/2019,W2-03,2,ST191288,,
Hubbard Brook ,11/18/2019,11/18/2019,W2-03,2,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W2-03,2,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W2-03,2,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W2-04,2,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W2-04,2,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W2-04,2,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W2-04,2,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W2-04,2,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W2-04,2,ST190169,,
Hubbard Brook ,5/6/2019,5/6/2019,W2-04,2,ST190209,,
Hubbard Brook ,5/13/2019,5/13/2019,W2-04,2,ST190289,,
Hubbard Brook ,5/20/2019,5/20/2019,W2-04,2,ST190289,,
Hubbard Brook ,5/28/2019,5/28/2019,W2-04,2,ST190329,,
Hubbard Brook ,6/2/2019,6/2/2019,W2-04,2,ST190369,,
Hubbard Brook ,6/10/2019,6/10/2019,W2-04,2,ST190409,,
Hubbard Brook ,6/17/2019,6/17/2019,W2-04,2,ST190449,,
Hubbard Brook ,6/24/2019,6/24/2019,W2-04,2,ST190489,,
Hubbard Brook ,7/1/2019,7/1/2019,W2-04,2,ST190529,,
Hubbard Brook ,7/8/2019,7/8/2019,W2-04,2,ST190569,,
Hubbard Brook ,7/15/2019,7/15/2019,W2-04,2,ST190609,,
Hubbard Brook ,7/22/2019,7/22/2019,W2-04,2,ST190649,,
Hubbard Brook ,7/29/2019,7/29/2019,W2-04,2,ST190689,,
Hubbard Brook ,8/5/2019,8/5/2019,W2-04,2,ST190729,,
Hubbard Brook ,8/12/2019,8/12/2019,W2-04,2,ST190769,,
Hubbard Brook ,8/19/2019,8/19/2019,W2-04,2,ST190809,,
Hubbard Brook ,8/26/2019,8/26/2019,W2-04,2,ST190849,,
Hubbard Brook ,9/3/2019,9/3/2019,W2-04,2,ST190889,,
Hubbard Brook ,9/9/2019,9/9/2019,W2-04,2,ST190929,,
Hubbard Brook ,9/16/2019,9/16/2019,W2-04,2,ST191969,,
Hubbard Brook ,9/23/2019,9/23/2019,W2-04,2,ST191009,,
Hubbard Brook ,9/30/2019,9/30/2019,W2-04,2,ST191049,,
Hubbard Brook ,10/7/2019,10/7/2019,W2-04,2,ST191089,,
Hubbard Brook ,10/15/2019,10/15/2019,W2-04,2,ST191129,,
Hubbard Brook ,10/21/2019,10/21/2019,W2-04,2,ST191169,,
Hubbard Brook ,10/28/2019,10/28/2019,W2-04,2,ST191209,,
Hubbard Brook ,11/4/2019,11/4/2019,W2-04,2,ST191249,,
Hubbard Brook ,11/11/2019,11/11/2019,W2-04,2,ST191289,,
Hubbard Brook ,11/18/2019,11/18/2019,W2-04,2,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W2-04,2,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W2-04,2,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W2-05,2,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W2-05,2,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W2-05,2,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W2-05,2,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W2-05,2,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W2-05,2,ST190170,,
Hubbard Brook ,5/6/2019,5/6/2019,W2-05,2,ST190210,,
Hubbard Brook ,5/13/2019,5/13/2019,W2-05,2,ST190290,,
Hubbard Brook ,5/20/2019,5/20/2019,W2-05,2,ST190290,,
Hubbard Brook ,5/28/2019,5/28/2019,W2-05,2,ST190330,,
Hubbard Brook ,6/2/2019,6/2/2019,W2-05,2,ST190370,,
Hubbard Brook ,6/10/2019,6/10/2019,W2-05,2,ST190410,,
Hubbard Brook ,6/17/2019,6/17/2019,W2-05,2,ST190450,,
Hubbard Brook ,6/24/2019,6/24/2019,W2-05,2,ST190490,,
Hubbard Brook ,7/1/2019,7/1/2019,W2-05,2,ST190530,,
Hubbard Brook ,7/8/2019,7/8/2019,W2-05,2,ST190570,,
Hubbard Brook ,7/15/2019,7/15/2019,W2-05,2,ST190610,,
Hubbard Brook ,7/22/2019,7/22/2019,W2-05,2,ST190650,,
Hubbard Brook ,7/29/2019,7/29/2019,W2-05,2,ST190690,,
Hubbard Brook ,8/5/2019,8/5/2019,W2-05,2,ST190730,,
Hubbard Brook ,8/12/2019,8/12/2019,W2-05,2,ST190770,,
Hubbard Brook ,8/19/2019,8/19/2019,W2-05,2,ST190810,,
Hubbard Brook ,8/26/2019,8/26/2019,W2-05,2,ST190850,,
Hubbard Brook ,9/3/2019,9/3/2019,W2-05,2,ST190890,,
Hubbard Brook ,9/9/2019,9/9/2019,W2-05,2,ST190930,,
Hubbard Brook ,9/16/2019,9/16/2019,W2-05,2,ST191970,,
Hubbard Brook ,9/23/2019,9/23/2019,W2-05,2,ST191010,,
Hubbard Brook ,9/30/2019,9/30/2019,W2-05,2,ST191050,,
Hubbard Brook ,10/7/2019,10/7/2019,W2-05,2,ST191090,,
Hubbard Brook ,10/15/2019,10/15/2019,W2-05,2,ST191130,,
Hubbard Brook ,10/21/2019,10/21/2019,W2-05,2,ST191170,,
Hubbard Brook ,10/28/2019,10/28/2019,W2-05,2,ST191210,,
Hubbard Brook ,11/4/2019,11/4/2019,W2-05,2,ST191250,,
Hubbard Brook ,11/11/2019,11/11/2019,W2-05,2,ST191290,,
Hubbard Brook ,11/18/2019,11/18/2019,W2-05,2,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W2-05,2,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W2-05,2,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W3-01,3,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W3-01,3,ST190051,,
Hubbard Brook ,4/8/2019,4/8/2019,W3-01,3,,,label # will  be assigned at end of collection season
Hubbard Brook ,4/15/2019,4/15/2019,W3-01,3,ST190091,,
Hubbard Brook ,4/22/2019,4/22/2019,W3-01,3,ST190131,,
Hubbard Brook ,4/29/2019,4/29/2019,W3-01,3,ST190171,,
Hubbard Brook ,5/6/2019,5/6/2019,W3-01,3,ST190211,,
Hubbard Brook ,5/13/2019,5/13/2019,W3-01,3,ST190251,,
Hubbard Brook ,5/20/2019,5/20/2019,W3-01,3,ST190291,,
Hubbard Brook ,5/28/2019,5/28/2019,W3-01,3,ST190331,,
Hubbard Brook ,6/2/2019,6/2/2019,W3-01,3,ST190371,,
Hubbard Brook ,6/10/2019,6/10/2019,W3-01,3,ST190411,,
Hubbard Brook ,6/17/2019,6/17/2019,W3-01,3,ST190451,,
Hubbard Brook ,6/24/2019,6/24/2019,W3-01,3,ST190491,,
Hubbard Brook ,7/1/2019,7/1/2019,W3-01,3,ST190531,,
Hubbard Brook ,7/8/2019,7/8/2019,W3-01,3,ST190571,,
Hubbard Brook ,7/15/2019,7/15/2019,W3-01,3,ST190611,,
Hubbard Brook ,7/22/2019,7/22/2019,W3-01,3,ST190651,,
Hubbard Brook ,7/29/2019,7/29/2019,W3-01,3,ST190691,,
Hubbard Brook ,8/5/2019,8/5/2019,W3-01,3,ST190731,,
Hubbard Brook ,8/12/2019,8/12/2019,W3-01,3,ST190771,,
Hubbard Brook ,8/19/2019,8/19/2019,W3-01,3,ST190811,,
Hubbard Brook ,8/26/2019,8/26/2019,W3-01,3,ST190851,,
Hubbard Brook ,9/3/2019,9/3/2019,W3-01,3,ST190891,,
Hubbard Brook ,9/9/2019,9/9/2019,W3-01,3,ST190931,,
Hubbard Brook ,9/16/2019,9/16/2019,W3-01,3,ST191971,,
Hubbard Brook ,9/23/2019,9/23/2019,W3-01,3,ST191011,,
Hubbard Brook ,9/30/2019,9/30/2019,W3-01,3,ST191051,,
Hubbard Brook ,10/7/2019,10/7/2019,W3-01,3,ST191091,,
Hubbard Brook ,10/15/2019,10/15/2019,W3-01,3,ST191131,,
Hubbard Brook ,10/21/2019,10/21/2019,W3-01,3,ST191171,,
Hubbard Brook ,10/28/2019,10/28/2019,W3-01,3,ST191211,,
Hubbard Brook ,11/4/2019,11/4/2019,W3-01,3,ST191251,,
Hubbard Brook ,11/11/2019,11/11/2019,W3-01,3,ST191291,,
Hubbard Brook ,11/18/2019,11/18/2019,W3-01,3,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W3-01,3,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W3-01,3,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W3-02,3,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W3-02,3,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W3-02,3,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W3-02,3,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W3-02,3,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W3-02,3,ST190172,,
Hubbard Brook ,5/6/2019,5/6/2019,W3-02,3,ST190212,,
Hubbard Brook ,5/13/2019,5/13/2019,W3-02,3,ST190252,,
Hubbard Brook ,5/20/2019,5/20/2019,W3-02,3,ST190292,,
Hubbard Brook ,5/28/2019,5/28/2019,W3-02,3,ST190332,,
Hubbard Brook ,6/2/2019,6/2/2019,W3-02,3,ST190372,,
Hubbard Brook ,6/10/2019,6/10/2019,W3-02,3,ST190412,,
Hubbard Brook ,6/17/2019,6/17/2019,W3-02,3,ST190452,,
Hubbard Brook ,6/24/2019,6/24/2019,W3-02,3,ST190492,,
Hubbard Brook ,7/1/2019,7/1/2019,W3-02,3,ST190532,,
Hubbard Brook ,7/8/2019,7/8/2019,W3-02,3,ST190572,,
Hubbard Brook ,7/15/2019,7/15/2019,W3-02,3,ST190612,,
Hubbard Brook ,7/22/2019,7/22/2019,W3-02,3,ST190652,,
Hubbard Brook ,7/29/2019,7/29/2019,W3-02,3,ST190692,,
Hubbard Brook ,8/5/2019,8/5/2019,W3-02,3,ST190732,,
Hubbard Brook ,8/12/2019,8/12/2019,W3-02,3,ST190772,,
Hubbard Brook ,8/19/2019,8/19/2019,W3-02,3,ST190812,,
Hubbard Brook ,8/26/2019,8/26/2019,W3-02,3,ST190852,,
Hubbard Brook ,9/3/2019,9/3/2019,W3-02,3,ST190892,,
Hubbard Brook ,9/9/2019,9/9/2019,W3-02,3,ST190932,,
Hubbard Brook ,9/16/2019,9/16/2019,W3-02,3,ST191972,,
Hubbard Brook ,9/23/2019,9/23/2019,W3-02,3,ST191012,,
Hubbard Brook ,9/30/2019,9/30/2019,W3-02,3,ST191052,,
Hubbard Brook ,10/7/2019,10/7/2019,W3-02,3,ST191092,,
Hubbard Brook ,10/15/2019,10/15/2019,W3-02,3,ST191132,,
Hubbard Brook ,10/21/2019,10/21/2019,W3-02,3,ST191172,,
Hubbard Brook ,10/28/2019,10/28/2019,W3-02,3,ST191212,,
Hubbard Brook ,11/4/2019,11/4/2019,W3-02,3,ST191252,,
Hubbard Brook ,11/11/2019,11/11/2019,W3-02,3,ST191292,,
Hubbard Brook ,11/18/2019,11/18/2019,W3-02,3,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W3-02,3,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W3-02,3,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W3-03,3,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W3-03,3,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W3-03,3,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W3-03,3,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W3-03,3,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W3-03,3,ST190173,,
Hubbard Brook ,5/6/2019,5/6/2019,W3-03,3,ST190213,,
Hubbard Brook ,5/13/2019,5/13/2019,W3-03,3,ST190253,,
Hubbard Brook ,5/20/2019,5/20/2019,W3-03,3,ST190293,,
Hubbard Brook ,5/28/2019,5/28/2019,W3-03,3,ST190333,,
Hubbard Brook ,6/2/2019,6/2/2019,W3-03,3,ST190373,,
Hubbard Brook ,6/10/2019,6/10/2019,W3-03,3,ST190413,,
Hubbard Brook ,6/17/2019,6/17/2019,W3-03,3,ST190453,,
Hubbard Brook ,6/24/2019,6/24/2019,W3-03,3,ST190493,,
Hubbard Brook ,7/1/2019,7/1/2019,W3-03,3,ST190533,,
Hubbard Brook ,7/8/2019,7/8/2019,W3-03,3,ST190573,,
Hubbard Brook ,7/15/2019,7/15/2019,W3-03,3,ST190613,,
Hubbard Brook ,7/22/2019,7/22/2019,W3-03,3,ST190653,,
Hubbard Brook ,7/29/2019,7/29/2019,W3-03,3,ST190693,,
Hubbard Brook ,8/5/2019,8/5/2019,W3-03,3,ST190733,,
Hubbard Brook ,8/12/2019,8/12/2019,W3-03,3,ST190773,,
Hubbard Brook ,8/19/2019,8/19/2019,W3-03,3,ST190813,,
Hubbard Brook ,8/26/2019,8/26/2019,W3-03,3,ST190853,,
Hubbard Brook ,9/3/2019,9/3/2019,W3-03,3,ST190893,,
Hubbard Brook ,9/9/2019,9/9/2019,W3-03,3,ST190933,,
Hubbard Brook ,9/16/2019,9/16/2019,W3-03,3,ST191973,,
Hubbard Brook ,9/23/2019,9/23/2019,W3-03,3,ST191013,,
Hubbard Brook ,9/30/2019,9/30/2019,W3-03,3,ST191053,,
Hubbard Brook ,10/7/2019,10/7/2019,W3-03,3,ST191093,,
Hubbard Brook ,10/15/2019,10/15/2019,W3-03,3,ST191133,,
Hubbard Brook ,10/21/2019,10/21/2019,W3-03,3,ST191173,,
Hubbard Brook ,10/28/2019,10/28/2019,W3-03,3,ST191213,,
Hubbard Brook ,11/4/2019,11/4/2019,W3-03,3,ST191253,,
Hubbard Brook ,11/11/2019,11/11/2019,W3-03,3,ST191293,,
Hubbard Brook ,11/18/2019,11/18/2019,W3-03,3,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W3-03,3,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W3-03,3,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W3-04,3,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W3-04,3,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W3-04,3,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W3-04,3,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W3-04,3,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W3-04,3,ST190174,,
Hubbard Brook ,5/6/2019,5/6/2019,W3-04,3,ST190214,,
Hubbard Brook ,5/13/2019,5/13/2019,W3-04,3,ST190254,,
Hubbard Brook ,5/20/2019,5/20/2019,W3-04,3,ST190294,,
Hubbard Brook ,5/28/2019,5/28/2019,W3-04,3,ST190334,,
Hubbard Brook ,6/2/2019,6/2/2019,W3-04,3,ST190374,,
Hubbard Brook ,6/10/2019,6/10/2019,W3-04,3,ST190414,,
Hubbard Brook ,6/17/2019,6/17/2019,W3-04,3,ST190454,,
Hubbard Brook ,6/24/2019,6/24/2019,W3-04,3,ST190494,,
Hubbard Brook ,7/1/2019,7/1/2019,W3-04,3,ST190534,,
Hubbard Brook ,7/8/2019,7/8/2019,W3-04,3,ST190574,,
Hubbard Brook ,7/15/2019,7/15/2019,W3-04,3,ST190614,,
Hubbard Brook ,7/22/2019,7/22/2019,W3-04,3,ST190654,,
Hubbard Brook ,7/29/2019,7/29/2019,W3-04,3,ST190694,,
Hubbard Brook ,8/5/2019,8/5/2019,W3-04,3,ST190734,,
Hubbard Brook ,8/12/2019,8/12/2019,W3-04,3,ST190774,,
Hubbard Brook ,8/19/2019,8/19/2019,W3-04,3,ST190814,,
Hubbard Brook ,8/26/2019,8/26/2019,W3-04,3,ST190854,,
Hubbard Brook ,9/3/2019,9/3/2019,W3-04,3,ST190894,,
Hubbard Brook ,9/9/2019,9/9/2019,W3-04,3,ST190934,,
Hubbard Brook ,9/16/2019,9/16/2019,W3-04,3,ST191974,,
Hubbard Brook ,9/23/2019,9/23/2019,W3-04,3,ST191014,,
Hubbard Brook ,9/30/2019,9/30/2019,W3-04,3,ST191054,,
Hubbard Brook ,10/7/2019,10/7/2019,W3-04,3,ST191094,,
Hubbard Brook ,10/15/2019,10/15/2019,W3-04,3,ST191134,,
Hubbard Brook ,10/21/2019,10/21/2019,W3-04,3,ST191174,,
Hubbard Brook ,10/28/2019,10/28/2019,W3-04,3,ST191214,,
Hubbard Brook ,11/4/2019,11/4/2019,W3-04,3,ST191254,,
Hubbard Brook ,11/11/2019,11/11/2019,W3-04,3,ST191294,,
Hubbard Brook ,11/18/2019,11/18/2019,W3-04,3,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W3-04,3,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W3-04,3,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W3-05,3,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W3-05,3,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W3-05,3,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W3-05,3,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W3-05,3,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W3-05,3,ST190175,,
Hubbard Brook ,5/6/2019,5/6/2019,W3-05,3,ST190215,,
Hubbard Brook ,5/13/2019,5/13/2019,W3-05,3,ST190255,,
Hubbard Brook ,5/20/2019,5/20/2019,W3-05,3,ST190295,,
Hubbard Brook ,5/28/2019,5/28/2019,W3-05,3,ST190335,,
Hubbard Brook ,6/2/2019,6/2/2019,W3-05,3,ST190375,,
Hubbard Brook ,6/10/2019,6/10/2019,W3-05,3,ST190415,,
Hubbard Brook ,6/17/2019,6/17/2019,W3-05,3,ST190455,,
Hubbard Brook ,6/24/2019,6/24/2019,W3-05,3,ST190495,,
Hubbard Brook ,7/1/2019,7/1/2019,W3-05,3,ST190535,,
Hubbard Brook ,7/8/2019,7/8/2019,W3-05,3,ST190575,,
Hubbard Brook ,7/15/2019,7/15/2019,W3-05,3,ST190615,,
Hubbard Brook ,7/22/2019,7/22/2019,W3-05,3,ST190655,,
