refNo,site,date,timeEST,pH,pHmetrohm,DIC,spCond,temp,ANC960,ANCMet,gageHt,hydroGraph,flowGageHt,precipCatch,fieldCode,notes,archived,uniqueID,waterYr,datetime,Ca,Mg,K,Na,TMAl,OMAl,Al_ICP,SO4,Cl,PO4,DOC,TDN,DON,SiO2,Mn,Fe,F,cationCharge,anionCharge,theoryCond,ionError,duplicate,sampleType,ionBalance,NO3_N,NH4_N
12119,HBK,6/16/2014,10:20:00,6.28,NA,48,11.3,13.3,40.1,NA,NA,NA,NA,NA,NA,NA,NA,HBK_20140616_1020,2014,6/16/2014 10:20,0.9258,0.2941,0.2356,0.9786,0.0363,0.0268,0.1101,2.626,0.4109,0.0015,3.1701,0.1258,0.1162,5.7763,0.001,0.0186,0.0325,123.6902,-122.7709,14.7862,0.0075,NA,Routine,0.9193,0.005715186,0.002018876
12126,HBK,6/23/2014,10:00:00,6.66,NA,83,13.9,14.4,69.2,NA,NA,L,NA,NA,NA,NA,NA,HBK_20140623_1000,2014,6/23/2014 10:00,1.0838,0.3805,0.3361,1.0541,0.0215,0.0132,0.061,2.9933,0.4093,0.0015,2.0332,0.1101,0.0939,7.1486,0.001,0.0061,0.0702,142.597,-154.5952,17.5108,-0.0807,NA,Routine,-11.9982,0.017010019,0.002018876
12136,HBK,6/26/2014,7:25:00,5.23,NA,32,10.4,13.3,4.9,NA,NA,F,NA,NA,911,NA,NA,HBK_20140626_0725,2014,6/26/2014 7:25,0.7668,0.2098,0.2188,0.4982,0.1731,0.1304,0.343,1.5584,0.3062,0.0015,7.5997,0.2722,0.1676,3.8897,0.029,0.0639,0.0325,108.3556,-91.1728,13.5866,0.1722,NA,Grab,17.1828,0.098671662,0.005901331
12140,HBK,6/30/2014,10:35:00,6.25,NA,54,11,16.4,34.5,NA,NA,L,NA,NA,NA,NA,NA,HBK_20140630_1035,2014,6/30/2014 10:35,0.8267,0.2593,0.2088,0.8763,0.033,0.0272,0.0941,2.6879,0.3818,0.0015,2.7362,0.1253,0.1039,6.943,0.001,0.0125,0.066,110.4332,-116.3265,13.8177,-0.052,NA,Routine,-5.8933,0.017732888,0.002018876
12156,HBK,7/7/2014,11:05:00,6.47,NA,57,12.5,16.8,48.3,NA,0.8,L,NA,NA,NA,NA,NA,HBK_20140707_1105,2014,7/7/2014 11:05,0.9948,0.3009,0.2615,1.0303,0.0278,0.0223,0.0855,2.7122,0.3989,0.0015,2.8815,0.1107,0.0861,7.3668,0.001,0.0128,0.0325,129.9337,-131.7334,15.5336,-0.0138,NA,Routine,-1.7997,0.01621938,0.008386102
12172,HBK,7/14/2014,10:45:00,6.43,NA,70,13.2,18.3,59.5,NA,0.8,L,NA,NA,NA,NA,NA,HBK_20140714_1045,2014,7/14/2014 10:45,1.0382,0.3158,0.2955,1.1969,0.0226,0.018,0.0753,2.7797,0.3794,0.0015,2.6186,0.1065,0.0793,7.8514,0.001,0.0117,0.0705,140.4416,-143.0606,16.6891,-0.0185,NA,Routine,-2.6189,0.024464609,0.002018876
12189,HBK,7/21/2014,9:15:00,6.63,NA,80,12.1,16.9,72,NA,0.6,L,NA,NA,NA,NA,NA,HBK_20140721_0915,2014,7/21/2014 9:15,1.0967,0.3369,0.307,1.4049,0.0217,0.0163,0.0637,2.8093,0.3829,0.0015,2.3917,0.1021,0.0728,7.5735,0.001,0.0076,0.0669,154.3469,-155.1943,17.9525,-0.0055,NA,Routine,-0.8474,0.025210068,0.004115402
12204,HBK,7/28/2014,11:10:00,6.37,NA,81,12.3,15.9,65,NA,1.5,R,NA,NA,911,NA,NA,HBK_20140728_1110,2014,7/28/2014 11:10,1.1567,0.3375,0.3694,1.1274,0.0456,0.0411,0.1434,2.248,0.3035,0.0015,4.9356,0.144,0.1277,6.0493,0.0038,0.0601,0.0325,149.6225,-146.3193,16.9437,0.0223,NA,Routine,3.3032,0.015812766,0.002018876
12220,HBK,8/4/2014,11:20:00,6.58,NA,77,13.1,23.9,55.8,NA,0.8,L,NA,NA,NA,NA,NA,HBK_20140804_1120,2014,8/4/2014 11:20,1.058,0.3196,0.2761,1.2533,0.0238,0.0207,0.0844,2.5899,0.3566,0.0015,2.7373,0.1353,0.1191,6.8503,0.001,0.0169,0.0325,143.9714,-134.0215,16.2199,0.0716,NA,Routine,9.9499,0.005715186,0.005590734
12221,HBK,8/4/2014,11:20:00,6.58,NA,77,13.1,23.9,55.8,NA,0.8,L,NA,NA,NA,NA,NA,HBK_20140804_1120_Dup,2014,8/4/2014 11:20,1.1208,0.3274,0.2726,1.2432,0.0243,0.0191,0.0847,2.6783,0.356,0.0015,2.6953,0.1235,0.1021,6.9516,0.001,0.019,0.0666,147.6878,-135.635,16.5533,0.0851,Dup,Routine,12.0528,0.005715186,0.011336767
12235,HBK,8/11/2014,10:35:00,6.61,NA,88,15.1,17.4,77.3,NA,0.5,L,NA,NA,NA,NA,NA,HBK_20140811_1035,2014,8/11/2014 10:35,1.2119,0.3908,0.3271,1.429,0.0243,0.0139,0.0644,3.1279,0.4049,0.0015,2.0628,0.1441,0.0802,7.6228,0.001,0.009,0.0728,166.5397,-168.4412,19.5606,-0.0114,NA,Routine,-1.9016,0.057942494,0.00597898
12245,HBK,8/13/2014,16:00:00,6.32,NA,60,10.5,15.5,39.9,NA,2,R,NA,NA,911,NA,NA,HBK_20140813_1600,2014,8/13/2014 16:00,0.848,0.2693,0.3339,1.2721,0.0412,0.0349,0.1426,2.1949,0.3432,0.0015,4.2978,0.1605,0.1302,5.4957,0.0047,0.0547,0.0325,133.7375,-118.7586,14.7526,0.1186,NA,Grab,14.9789,0.025819989,0.004503647
12251,HBK,8/18/2014,13:00:00,6.46,NA,57,11.2,14.1,41.8,NA,0.9,L,NA,NA,NA,NA,NA,HBK_20140818_1300,2014,8/18/2014 13:00,0.9926,0.3162,0.191,0.914,0.0327,0.023,0.1026,2.6382,0.3301,0.0015,2.7081,0.0495,0.0864,6.378,0.001,0.0254,0.0325,124.3185,-120.1352,14.5978,0.0342,NA,Routine,4.1833,0.005715186,0.002018876
12267,HBK,8/25/2014,10:30:00,6.61,NA,83,14.2,16.1,70,NA,0.6,L,NA,NA,NA,NA,NA,HBK_20140825_1030,2014,8/25/2014 10:30,1.1348,0.3561,0.2442,1.2337,0.0235,0.014,0.0923,2.8668,0.3413,0.0015,2.1331,0.1235,0.0886,7.3077,0.001,0.084,0.0325,148.8445,-152.4872,17.5814,-0.0242,NA,Routine,-3.6427,0.033026092,0.002018876
12285,HBK,9/2/2014,11:10:00,6.7,NA,101,16.5,18.1,91.8,NA,0.5,L,NA,NA,NA,NA,NA,HBK_20140902_1110,2014,9/2/2014 11:10,1.272,0.4047,0.3468,1.3391,0.0165,0.006,0.058,3.1017,0.4082,0.0015,1.9858,0.1538,0.0841,8.5608,0.001,0.0087,0.0916,166.0674,-182.7262,20.2085,-0.0955,NA,Routine,-16.6587,0.066639516,0.002018876
12295,HBK,9/8/2014,11:10:00,6.71,NA,89,13.4,15.3,91,NA,0.4,L,NA,NA,NA,NA,NA,HBK_20140908_1110,2014,9/8/2014 11:10,1.2735,0.4056,0.3445,1.2429,0.0188,0.0124,0.0705,2.6263,0.4017,0.0015,2.3109,0.108,0.0831,7.8238,0.001,0.0292,0.0711,162.5404,-170.0389,19.0009,-0.0451,NA,Routine,-7.4985,0.018568706,0.006289576
12310,HBK,9/15/2014,10:35:00,6.72,NA,108,15.3,9.5,92.2,NA,0.4,L,NA,NA,NA,NA,NA,HBK_20140915_1035,2014,9/15/2014 10:35,1.271,0.403,0.323,1.3425,0.0191,0.006,0.0588,2.9678,0.4023,0.0015,1.9431,0.1017,0.0723,8.1865,0.001,0.0166,0.094,165.6971,-177.4475,19.7734,-0.0685,NA,Routine,-11.7504,0.031467405,0.002018876
12328,HBK,9/22/2014,11:05:00,6.76,NA,100,16.6,11.3,103.8,NA,0.5,L,NA,NA,NA,NA,NA,HBK_20140922_1105,2014,9/22/2014 11:05,1.3039,0.4253,0.357,1.562,0.0192,0.006,0.0449,3.219,0.3913,0.0015,1.4445,0.1184,0.0783,8.2528,0.001,0.0081,0.0957,179.584,-191.8915,21.3513,-0.0663,NA,Routine,-12.3075,0.037318129,0.002018876
12342,HBK,9/29/2014,10:20:00,6.84,NA,133,18,13.4,125.1,NA,NA,L,NA,NA,NA,NA,NA,HBK_20140929_1020,2014,9/29/2014 10:20,1.523,0.4955,0.4554,1.6891,0.0245,0.0158,0.0455,3.5299,0.3791,0.0048,1.743,0.0495,0.0686,8.8596,0.001,0.0077,0.1118,205.581,-218.8719,24.1567,-0.0626,NA,Routine,-13.2909,0.005715186,0.011414416
12352,HBK,10/6/2014,10:55:00,6.61,NA,84,16.1,9.1,82.8,NA,0.3,L,NA,NA,NA,NA,NA,HBK_20141006_1055,2014,10/6/2014 10:55,1.3637,0.4564,0.6185,1.2443,0.0534,0.0482,0.1439,3.055,0.6208,0.0015,4.7297,0.1272,0.1224,7.584,0.0034,0.0653,0.0933,182.061,-188.1198,21.5249,-0.0327,NA,Routine,-6.0588,0.005715186,0.004736594
12374,HBK,10/13/2014,11:50:00,6.51,NA,73,13.2,6.8,64.7,NA,0.7,L,NA,NA,NA,NA,NA,HBK_20141013_1150,2014,10/13/2014 11:50,1.1377,0.4043,0.368,1.1116,0.041,0.0366,0.0936,2.9316,0.579,0.0015,2.9708,0.0495,0.0811,6.9539,0.001,0.0228,0.0668,153.0895,-157.4786,18.3317,-0.0283,NA,Routine,-4.3891,0.005715186,0.005823682
12375,HBK,10/13/2014,11:50:00,6.51,NA,73,13.2,6.8,64.7,NA,0.7,L,NA,NA,NA,NA,NA,HBK_20141013_1150_Dup,2014,10/13/2014 11:50,1.1636,0.4042,0.3753,1.0855,0.0399,0.0358,0.0936,2.9977,0.5878,0.0015,2.8538,0.0495,0.075,6.9741,0.001,0.0225,0.0325,153.2642,-158.5183,18.4616,-0.0337,Dup,Routine,-5.2541,0.005715186,0.005280138
12390,HBK,10/16/2014,16:45:00,5.15,NA,42,12.5,13.7,1,NA,6.5,F,NA,NA,911,NA,NA,HBK_20141016_1645,2014,10/16/2014 16:45,0.9823,0.2566,0.7287,0.5695,0.2884,0.2404,0.5089,1.4125,0.7301,0.0015,12.5337,0.3162,0.2721,3.4537,0.0642,0.1304,0.0325,152.839,-116.7937,18.0453,0.2674,NA,GRAB,36.0453,0.041677934,0.002018876
12399,HBK,10/20/2014,10:40:00,6.05,NA,42,9.9,6.5,28.5,NA,NA,L,NA,NA,NA,NA,NA,HBK_20141020_1040,2014,10/20/2014 10:40,0.8359,0.2721,0.1952,0.8668,0.0581,0.0521,0.1408,2.6808,0.575,0.0015,3.361,0.1002,0.1035,5.7569,0.0031,0.0278,0.0652,114.2939,-117.8933,14.3598,-0.031,NA,Routine,-3.5994,0.005715186,0.002018876
12415,HBK,10/27/2014,9:40:00,6.31,NA,49,11.1,7.6,32.8,NA,NA,L,NA,NA,NA,NA,NA,HBK_20141027_0940,2014,10/27/2014 9:40,0.9004,0.2928,0.1804,0.9924,0.0451,0.0419,0.1132,2.6206,0.5497,0.0015,2.898,0.0495,0.0818,6.1654,0.001,0.0262,0.0325,122.4599,-117.9116,14.5934,0.0378,NA,Routine,4.5482,0.005715186,0.002018876
12433,HBK,11/3/2014,11:25:00,6.6,NA,89,13,2,47.2,NA,NA,L,NA,NA,NA,NA,NA,HBK_20141103_1125,2014,11/3/2014 11:25,0.9663,0.3054,0.1726,0.8359,0.0215,0.0176,0.0793,2.8209,0.5411,0.0015,2.1426,0.0495,0.0783,6.2717,0.001,0.0177,0.0325,117.3256,-132.4615,15.0318,-0.1212,NA,Routine,-15.1359,0.005715186,0.007842558
12446,HBK,11/10/2014,11:45:00,6.44,NA,83,12.5,3,49.6,NA,0.9,L,NA,NA,NA,NA,NA,HBK_20141110_1145,2014,11/10/2014 11:45,1.0809,0.3265,0.1736,0.931,0.0198,0.0177,0.0768,2.929,0.5367,0.0015,1.9838,0.0495,0.0649,6.2344,0.001,0.0153,0.0325,128.8525,-136.1951,15.946,-0.0554,NA,Routine,-7.3426,0.005715186,0.007609611
12461,HBK,11/17/2014,12:20:00,6.5,NA,82,13.8,0.6,59.5,NA,1.2,L,NA,NA,NA,NA,NA,HBK_20141117_1220,2014,11/17/2014 12:20,1.0159,0.3428,0.2115,1.0545,0.0213,0.015,0.0658,2.9637,0.4685,0.0015,1.7972,0.1057,0.0797,7.1495,0.001,0.0125,0.0325,133.009,-145.4416,16.5852,-0.0893,NA,Routine,-12.4326,0.026475089,0.002018876
12476,HBK,11/24/2014,11:10:00,6.01,NA,46,10.2,1.1,26.6,NA,2.5,R,NA,NA,911,NA,NA,HBK_20141124_1110,2014,11/24/2014 11:10,0.8774,0.2495,0.2511,0.7525,0.0676,0.0574,0.1814,2.1146,0.4308,0.0015,4.2273,0.134,0.0989,5.0361,0.0084,0.0406,0.0325,112.103,-106.4801,13.3267,0.0514,NA,Routine,5.6229,0.03386191,0.002018876
12491,HBK,12/1/2014,14:30:00,6.25,NA,69,12.4,0.6,31.3,NA,1.25,R,NA,NA,NA,NA,NA,HBK_20141201_1430,2014,12/1/2014 14:30,0.8692,0.2843,0.1483,0.8341,0.0201,0.0158,0.0931,2.6414,0.4452,0.0015,2.2451,0.117,0.0759,6.0171,0.001,0.0147,0.0325,109.7841,-113.1934,13.6841,-0.0306,NA,Routine,-3.4093,0.041564986,0.002018876
12509,HBK,12/9/2014,10:55:00,6.21,NA,64,11.4,0.1,31.8,NA,NA,L,NA,NA,NA,NA,NA,HBK_20141209_1055,2014,12/9/2014 10:55,0.9872,0.3018,0.1523,0.8466,0.0259,0.021,0.096,2.8274,0.4599,0.0015,2.1819,0.1249,0.077,6.0566,0.001,0.0165,0.0675,118.4604,-118.111,14.592,0.003,NA,Routine,0.3494,0.047844913,0.002018876
12521,HBK,12/15/2014,11:40:00,6.22,NA,59,10.9,0.4,28.3,NA,1,L,NA,NA,NA,NA,NA,HBK_20141215_1140,2014,12/15/2014 11:40,0.8763,0.2634,0.131,0.8262,0.0294,0.0245,0.0994,2.6774,0.4323,0.0015,2.3015,0.1361,0.0937,5.6696,0.002,0.0145,0.0325,108.7027,-110.6561,13.544,-0.0178,NA,Routine,-1.9534,0.038718688,0.002018876
12536,HBK,12/22/2014,10:10:00,6.21,NA,55,10.8,0.1,30,NA,1,L,NA,NA,NA,NA,NA,HBK_20141222_1010,2014,12/22/2014 10:10,0.8911,0.2896,0.1486,0.7781,0.0291,0.0238,0.0978,2.789,0.4118,0.003,2.3085,0.1338,0.083,5.7485,0.001,0.0157,0.0325,109.9428,-115.169,13.9195,-0.0464,NA,Routine,-5.2263,0.051097825,0.002018876
12537,HBK,12/22/2014,10:10:00,6.21,NA,55,10.8,0.1,30,NA,1,L,NA,NA,NA,NA,NA,HBK_20141222_1010_Dup,2014,12/22/2014 10:10,0.903,0.2899,0.1449,0.7604,0.0346,0.0259,0.0988,2.7216,0.3704,0.0031,1.942,0.1238,0.0765,5.7243,0.001,0.0164,0.0325,110.3052,-110.6064,13.6678,-0.0027,Dup,Routine,-0.3012,0.048816269,0.002018876
12551,HBK,12/29/2014,12:55:00,5.8,NA,42,9.9,1,17.8,NA,1.5,F,NA,NA,NA,NA,NA,HBK_20141229_1255,2014,12/29/2014 12:55,0.7236,0.2334,0.1351,0.6889,0.0607,0.0449,0.1494,2.4413,0.3497,0.0049,2.6967,0.1681,0.1147,4.959,0.005,0.0209,0.0325,97.2092,-96.2044,12.3707,0.0104,NA,Routine,1.0049,0.052520974,0.002018876
12566,HBK,1/5/2015,11:05:00,6.11,NA,58,11.6,0.1,28.6,NA,NA,L,NA,NA,NA,NA,NA,HBK_20150105_1105,2014,1/5/2015 11:05,0.8742,0.2793,0.1699,0.8136,0.0318,0.0219,0.0954,2.8341,0.3488,0.0015,2.0461,0.1047,0.0405,5.7894,0.001,0.0182,0.0325,110.7949,-112.5113,13.9136,-0.0154,NA,Routine,-1.7164,0.06569075,0.002018876
12584,HBK,1/12/2015,11:05:00,6.27,NA,66,12.5,0.1,41,NA,NA,L,NA,NA,NA,NA,NA,HBK_20150112_1105,2014,1/12/2015 11:05,1.0169,0.3278,0.1901,0.892,0.0175,0.006,0.0837,2.9037,0.392,0.0053,1.6285,0.1112,0.0438,6.7163,0.001,0.0165,0.0325,123.9998,-125.967,15.2616,-0.0157,NA,Routine,-1.9672,0.067226847,0.002018876
12597,HBK,1/20/2015,11:35:00,5.99,NA,47,10.7,0.3,21.4,NA,NA,NA,NA,NA,NA,post rain event/ elevated flows,NA,HBK_20150120_1135,2014,1/20/2015 11:35,0.917,0.2842,0.172,0.7744,0.0465,0.0349,0.1447,2.4678,0.4954,0.0015,2.6604,0.1628,0.0519,5.3954,0.0065,0.0236,0.0702,113.5698,-107.9006,13.9009,0.0512,NA,Routine,5.6692,0.107820477,0.002018876
12614,HBK,1/26/2015,10:40:00,6.37,NA,67,12.7,0.1,40.5,NA,NA,L,NA,NA,NA,NA,NA,HBK_20150126_1040,2014,1/26/2015 10:40,1.05,0.3305,0.2015,0.9957,0.0287,0.0197,0.0873,2.9849,0.4212,0.0038,1.8331,0.1187,0.0265,6.7899,0.001,0.0144,0.0325,132.1343,-130.1897,15.9755,0.0148,NA,Routine,1.9445,0.085863322,0.006367225
12626,HBK,2/2/2015,14:45:00,6.44,NA,77,13,0.1,52.9,NA,NA,FZ,NA,NA,NA,sc/ic heavy shelf ice v few open water holes,NA,HBK_20150202_1445,2014,2/2/2015 14:45,1.0799,0.3584,0.1947,0.9909,0.008,0.006,0.0711,2.9895,0.4521,0.0015,1.4592,0.135,0.0423,6.7398,0.001,0.0138,0.0774,132.8594,-141.9016,16.5628,-0.0658,NA,Routine,-9.0422,0.091939942,0.002018876
12641,HBK,2/9/2015,12:35:00,6.4,NA,79,13.5,0.1,54.3,NA,NA,FZ,NA,NA,NA,sc/ic ,NA,HBK_20150209_1235,2014,2/9/2015 12:35,1.1927,0.3738,0.2179,1.0196,0.008,0.006,0.067,3.0592,0.4552,0.0015,1.4045,0.1467,0.0491,7.0685,0.001,0.0137,0.0325,142.0374,-144.4234,17.2477,-0.0167,NA,Routine,-2.386,0.089929462,0.00768726
12657,HBK,2/17/2015,13:30:00,6.38,NA,80,13.6,0.1,NA,NA,NA,FZ,NA,NA,NA,sc/ic  chopped new hole only one open water hole mid-channel,NA,HBK_20150217_1330,2014,2/17/2015 13:30,1.2895,0.4022,0.262,1.3395,0.008,0.006,0.0637,3.2214,0.423,0.0015,1.357,0.1504,0.0522,7.6902,0.001,0.0149,0.0325,163.864,-92.9321,16.2348,0.5524,NA,Routine,70.9319,0.098039152,0.002018876
12671,HBK,2/23/2015,11:55:00,6.34,NA,90,12.7,0.1,NA,NA,NA,L,NA,NA,912,open water hole (opw hole) used cup,NA,HBK_20150223_1155,2014,2/23/2015 11:55,1.177,0.3989,0.2382,1.2262,0.008,0.006,0.0533,3.2471,0.403,0.0015,1.4043,0.1336,0.0312,7.2191,0.001,0.012,0.0781,152.4825,-93.368,15.6342,0.4809,NA,Routine,59.1145,0.101224295,0.002018876
12686,HBK,3/2/2015,11:55:00,6.54,NA,98,14.6,0.1,NA,83.8,NA,L,NA,NA,NA,opw. powder snow .,NA,HBK_20150302_1155,2014,3/2/2015 11:55,1.2375,0.4003,0.2768,1.2447,0.008,0.006,0.0561,3.2542,0.4547,0.0015,1.3573,0.1499,0.0499,7.6555,0.001,0.0126,0.0931,157.2346,-178.3886,19.7469,-0.1261,NA,Routine,-21.154,0.099123456,0.002018876
12687,HBK,3/2/2015,11:55:00,6.54,NA,98,14.6,0.1,NA,83.8,NA,L,NA,NA,NA,opw. powder snow .,NA,HBK_20150302_1155_Dup,2014,3/2/2015 11:55,1.2487,0.3974,0.2794,1.2646,0.008,0.006,0.0595,3.2395,0.4097,0.0015,1.3182,0.1268,0.0254,7.587,0.001,0.0124,0.0325,158.4813,-176.7121,19.6936,-0.1088,Dup,Routine,-18.2308,0.100456246,0.002018876
12702,HBK,3/9/2015,11:25:00,6.33,NA,106,12.7,0.3,NA,54.6,NA,L,NA,NA,NA,sc/ic. opw hole widening .,NA,HBK_20150309_1125,2014,3/9/2015 11:25,1.3547,0.4171,0.2602,1.1089,0.008,0.006,0.0474,3.3494,0.401,0.0015,1.4398,0.1727,0.0663,7.497,0.001,0.0098,0.071,158.3116,-150.3597,18.6701,0.0515,NA,Routine,7.9519,0.103189596,0.002018876
12716,HBK,3/16/2015,10:55:00,6.42,NA,87,14,0.3,NA,43,NA,L,NA,NA,NA, opw hole widening .,NA,HBK_20150316_1055,2014,3/16/2015 10:55,1.3066,0.3986,0.2455,1.0538,0.008,0.006,0.0539,3.2123,0.4069,0.0015,1.4724,0.1609,0.0444,6.8473,0.001,0.0114,0.0325,151.6906,-136.8881,17.5846,0.1026,NA,Routine,14.8025,0.112338411,0.004193051
12732,HBK,3/23/2015,14:15:00,6.54,NA,95,14,0.1,NA,50.7,NA,L,NA,NA,NA,mostly sc/ic w/few opw holes. cold weather .,NA,HBK_20150323_1415,2014,3/23/2015 14:15,1.252,0.3927,0.2539,1.0749,0.0163,0.006,0.0497,3.2444,0.4391,0.0015,1.3233,0.1641,0.065,7.2843,0.001,0.0096,0.0983,150.2867,-144.3065,17.8504,0.0406,NA,Routine,5.9802,0.096751541,0.002018876
12767,HBK,3/30/2015,11:50:00,6.47,NA,81,13.5,0.3,56.1,62,NA,L,NA,NA,NA,opw trench above weir splash dam .,NA,HBK_20150330_1150,2014,3/30/2015 11:50,1.0131,0.3181,0.2183,0.8847,0.0172,0.0123,0.0486,3.4161,0.4753,0.0015,1.5464,0.1653,0.0202,6.7306,0.001,0.009,0.0998,123.3664,-158.5564,17.2319,-0.2496,NA,Routine,-35.19,0.140733621,0.004348349
12802,HBK,4/6/2015,11:25:00,6.17,NA,63,11.9,0.3,NA,24,NA,L,NA,NA,NA,widening opw holes .metrohm pH /960 Orion titrator out for repairs,NA,HBK_20150406_1125,2014,4/6/2015 11:25,0.9577,0.2923,0.1747,0.8184,0.0229,0.0173,0.0775,2.9458,0.4685,0.0015,1.9297,0.1916,0.0295,5.6318,0.0021,0.0104,0.0325,115.5151,-119.538,14.8093,-0.0342,NA,Routine,-4.0229,0.156817463,0.005280138
12853,HBK,4/13/2015,11:50:00,6.04,NA,63,10.6,1.3,NA,24,1.5,R,NA,NA,NA,NA,NA,HBK_20150413_1150,2014,4/13/2015 11:50,0.9171,0.268,0.1599,0.6815,0.0326,0.0257,0.1038,2.5098,0.4469,0.0015,2.2212,0.2152,0.0832,4.7615,0.001,0.0141,0.0651,106.512,-109.115,13.5461,-0.0241,NA,Routine,-2.6031,0.126095517,0.005901331
12919,HBK,4/20/2015,11:05:00,5.73,NA,39,10.1,2.5,NA,15.9,1.75,L,NA,NA,NA,NA,NA,HBK_20150420_1105,2014,4/20/2015 11:05,0.7415,0.2227,0.1487,0.7204,0.0703,0.0511,0.1511,2.2261,0.3574,0.0015,2.8615,0.1958,0.0533,4.3848,0.0077,0.0174,0.0325,100.5698,-96.5355,12.6704,0.0409,NA,Routine,4.0343,0.136577122,0.00597898
12993,HBK,4/27/2015,9:50:00,5.95,NA,43,9.6,3.9,NA,21.5,1.4,L,NA,NA,NA,NA,NA,HBK_20150427_0950,2014,4/27/2015 9:50,0.8173,0.2444,0.1494,0.7154,0.0481,0.0357,0.1246,2.4183,0.3639,0.0015,2.3878,0.1638,0.0793,4.74,0.0025,0.0137,0.0325,102.7725,-99.7694,12.7411,0.0297,NA,Routine,3.0031,0.078002118,0.006522524
13011,HBK,5/4/2015,12:15:00,5.83,NA,42,9.3,8.2,NA,16.2,1.8,L,NA,NA,NA,ANC m6=16.0,NA,HBK_20150504_1215,2014,5/4/2015 12:15,0.7642,0.2305,0.1298,0.5222,0.0621,0.0466,0.1737,2.4264,0.3436,0.0032,3.7496,0.1281,0.0674,4.1161,0.0029,0.0224,0.0325,92.0375,-99.2834,12.1806,-0.0757,NA,Routine,-7.246,0.05344715,0.007299014
13025,HBK,5/11/2015,11:10:00,6.28,NA,55,10.8,13.1,68.9,31.8,0.9,L,NA,NA,NA,Algae,NA,HBK_20150511_1110,2014,5/11/2015 11:10,0.7662,0.2374,0.1968,0.7689,0.0315,0.0245,0.0989,2.8753,0.3522,0.0015,2.686,0.0495,0.0534,5.4752,0.001,0.0349,0.0325,100.4283,-152.6825,14.9851,-0.4129,NA,Routine,-52.2542,0.005715186,0.002018876
13044,HBK,5/18/2015,11:50:00,6.3,NA,54,11.5,12.8,42.2,36.9,0.7,L,NA,NA,NA,Algae,NA,HBK_20150518_1150,2014,5/18/2015 11:50,0.8419,0.2643,0.2395,0.7567,0.0229,0.0162,0.0735,3.0719,0.3725,0.0063,2.3978,0.0495,0.0663,5.7977,0.001,0.0098,0.0325,106.3082,-129.6758,14.4263,-0.198,NA,Routine,-23.3676,0.005715186,0.006522524
13045,HBK,5/18/2015,11:50:00,6.3,NA,54,11.5,12.8,42.2,36.9,0.7,L,NA,NA,NA,Algae,NA,HBK_20150518_1150_Dup,2014,5/18/2015 11:50,0.8762,0.2706,0.2115,0.7521,0.0206,0.0147,0.079,3.0711,0.3677,0.0015,2.3024,0.0495,0.0639,5.9135,0.001,0.0106,0.0658,107.449,-128.5775,14.4345,-0.179,Dup,Routine,-21.1285,0.005715186,0.007531962
13061,HBK,5/26/2015,10:20:00,6.31,NA,74,12.8,13.7,53.3,46.7,0.6,L,NA,NA,NA,NA,NA,HBK_20150526_1020,2014,5/26/2015 10:20,1.0337,0.3328,0.2788,0.9789,0.0179,0.0146,0.076,3.045,0.4143,0.0015,2.1605,0.0495,0.0678,6.337,0.001,0.0118,0.0325,131.3109,-139.7406,16.2978,-0.0622,NA,Routine,-8.4297,0.005715186,0.002018876
13075,HBK,6/1/2015,12:40:00,5.52,NA,44,8.8,9.6,17.4,16,2.9,PK,NA,NA,911,flow high relative to recent dry period,NA,HBK_20150601_1240,2015,6/1/2015 12:40,0.8773,0.2413,0.1936,0.712,0.1215,0.0993,0.3064,2.1095,0.3361,0.0015,6.4737,0.1562,0.1329,4.2498,0.0135,0.0588,0.0325,116.2338,-105.0468,14.0036,0.1011,NA,Routine,11.187,0.024238712,0.002018876
13090,HBK,6/8/2015,10:15:00,6.24,NA,61,11.5,10,46.2,39,0.9,L,NA,NA,NA,most of the algae seems to have been scoured out from last wk high flows,NA,HBK_20150608_1015,2015,6/8/2015 10:15,0.8643,0.2771,0.2445,0.9855,0.029,0.0214,0.0852,3.1158,0.3798,0.0015,2.6213,0.0991,0.0686,5.9685,0.001,0.0111,0.0325,119.6045,-136.4623,15.5059,-0.1317,NA,Routine,-16.8578,0.019969265,0.010560276
13102,HBK,6/15/2015,10:20:00,6.3,NA,61,11.4,1.37,43.5,29.5,0.9,R,NA,NA,NA,overnight rain into am- showers during collections hyfrographs rising e;evated flows,NA,HBK_20150615_1020,2015,6/15/2015 10:20,0.9501,0.2967,0.2452,0.8169,0.0256,0.02,0.096,2.8747,0.3715,0.0015,2.4651,0.0495,0.0671,6.1376,0.0033,0.0181,0.0662,117.7832,-126.7113,14.7843,-0.073,NA,Routine,-8.9281,0.005715186,0.011336767
13117,HBK,6/22/2015,11:00:00,5.99,NA,39,9.8,14,23.4,NA,1.5,F,NA,NA,NA,hydrographs falling from 6/21 ~1in rain,NA,HBK_20150622_1100,2015,6/22/2015 11:00,0.8213,0.2341,0.1305,0.696,0.0565,0.0466,0.163,2.7483,0.4122,0.0015,3.7836,0.1078,0.0957,4.9627,0.001,0.0288,0.0325,101.3133,-111.7206,13.3092,-0.0977,NA,Routine,-10.4073,0.005715186,0.002018876
